age;workclass;fnlwgt;education;education_num;marital_status;occupation;relationship;race;sex;hours_per_week;country;salary
(37,43];Private;277886;Bachelors;(12,13];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Self-emp-inc;100029;Bachelors;(12,13];Spouseless;Sales;Unmarried;White or Asian-Pac-Islander;Male;>40;US;1
(29,33];Private;169269;<= 12th;[1,8];Spouseless;Craft-repair;Unmarried;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Local-gov;160472;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(21,23];Other;123983;Bachelors;(12,13];Spouseless;Other;Child or other relative;Other;Male;40;US;0
(43,54];Private;297884;<= 12th;[1,8];Spouseless;Machine-op-inspct;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(54,61];Private;99131;High School;(8,9];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(29,33];Private;44392;Associate;(10,12];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(61,90];Other;29441;<= 12th;[1,8];Spouseless;Other;Not-in-family;White or Asian-Pac-Islander;Male;<40;US;0
(43,54];Private;199029;Bachelors;(12,13];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(61,90];Federal-gov;181508;High School;(8,9];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Male;<40;US;0
(21,23];Private;190625;Some-college;(9,10];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(29,33];Private;194740;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;Non-US;0
(33,35];Private;27380;Bachelors;(12,13];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(54,61];Private;160631;Bachelors;(12,13];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(35,37];Private;224531;Bachelors;(12,13];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(54,61];Private;283005;<= 12th;[1,8];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(43,54];Self-emp-inc;101926;Bachelors;(12,13];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Local-gov;135102;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(23,25];Self-emp-not-inc;113436;Some-college;(9,10];Spouseless;Craft-repair;Unmarried;White or Asian-Pac-Islander;Male;<40;US;0
(43,54];Private;248973;Bachelors;(12,13];Spouseless;Administration;Not-in-family;Other;Male;>40;US;0
(54,61];Self-emp-not-inc;225334;Above Masters;(13,16];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Female;<40;US;1
(37,43];Self-emp-not-inc;157562;Bachelors;(12,13];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(54,61];Local-gov;310085;<= 12th;[1,8];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Private;129597;Bachelors;(12,13];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(29,33];Other;53042;High School;(8,9];Spouseless;Other;Child or other relative;Other;Male;40;US;0
(43,54];Private;204205;<= 12th;[1,8];Spouseless;Machine-op-inspct;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Private;169324;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;Other;Female;<40;US;1
(43,54];Other;134447;Some-college;(9,10];With Spouse;Other;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(54,61];Self-emp-not-inc;236731;<= 12th;[1,8];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;<40;Non-US;0
(43,54];Private;141301;High School;(8,9];Spouseless;Machine-op-inspct;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(33,35];Private;235124;High School;(8,9];Spouseless;Service;Unmarried;Other;Female;<40;US;0
(35,37];Self-emp-not-inc;367020;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(37,43];Private;149102;High School;(8,9];Spouseless;Craft-repair;Not-in-family;White or Asian-Pac-Islander;Male;40;Non-US;0
(29,33];Private;423770;Some-college;(9,10];Spouseless;Prof-specialty;Child or other relative;White or Asian-Pac-Islander;Male;40;Non-US;0
(43,54];Private;211759;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;Other;Male;40;Non-US;0
[17,21];Other;110998;Some-college;(9,10];Spouseless;Other;Child or other relative;White or Asian-Pac-Islander;Female;40;Non-US;0
(33,35];Private;56883;Some-college;(9,10];Spouseless;Service;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(37,43];Private;223062;Some-college;(9,10];Spouseless;Service;Not-in-family;Other;Male;40;US;0
(25,29];Private;406662;High School;(8,9];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(23,25];Private;206600;<= 12th;[1,8];Spouseless;Machine-op-inspct;Child or other relative;White or Asian-Pac-Islander;Male;>40;Non-US;0
(37,43];Local-gov;147510;Bachelors;(12,13];Spouseless;Prof-specialty;Unmarried;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;235646;Some-college;(9,10];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(25,29];Private;187577;Associate;(10,12];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(61,90];Self-emp-inc;132832;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Female;40;Non-US;1
(43,54];Self-emp-inc;278322;Bachelors;(12,13];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Private;278924;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];State-gov;203039;<= 12th;[1,8];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(21,23];Private;145651;Some-college;(9,10];Spouseless;Sales;Child or other relative;Other;Female;<40;US;0
(43,54];Local-gov;144531;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;40;US;1
(29,33];Private;91145;High School;(8,9];Spouseless;Service;Unmarried;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Self-emp-not-inc;211762;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(43,54];Other;111563;Associate;(10,12];Spouseless;Other;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;180985;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;Non-US;1
(29,33];Private;207537;High School;(8,9];Spouseless;Craft-repair;Child or other relative;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Private;417657;High School;(8,9];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Private;189890;Associate;(10,12];Spouseless;Prof-specialty;Unmarried;White or Asian-Pac-Islander;Female;<40;US;0
(33,35];Private;223212;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;1
(25,29];Private;108658;High School;(8,9];Spouseless;Craft-repair;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Self-emp-not-inc;190023;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(29,33];Private;222130;Some-college;(9,10];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(35,37];Self-emp-inc;164866;Associate;(10,12];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(29,33];Private;170983;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(29,33];Private;186269;Bachelors;(12,13];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(35,37];Private;286026;High School;(8,9];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(29,33];Private;403433;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;Other;Male;>40;US;1
[17,21];Other;224209;High School;(8,9];With Spouse;Other;Wife or husband;Other;Female;<40;US;0
(61,90];Private;123160;<= 12th;[1,8];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Federal-gov;99527;Masters;(13,16];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(29,33];Private;123178;<= 12th;[1,8];Spouseless;Craft-repair;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(29,33];Private;231043;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Local-gov;317733;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(54,61];Private;241056;Some-college;(9,10];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;>40;US;0
(33,35];Local-gov;220066;Masters;(13,16];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(33,35];Private;180342;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(54,61];Federal-gov;31840;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(43,54];Private;183168;Bachelors;(12,13];Spouseless;Exec-managerial;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(25,29];Private;386036;Some-college;(9,10];Spouseless;Transport-moving;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(29,33];Local-gov;446358;Above Masters;(13,16];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;>40;Non-US;1
(43,54];Private;28035;Some-college;(9,10];Spouseless;Agriculture;Child or other relative;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Private;282155;High School;(8,9];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(25,29];Private;192384;Above Masters;(13,16];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
[17,21];Private;383637;High School;(8,9];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(25,29];Private;457402;<= 12th;[1,8];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Male;<40;Non-US;0
(33,35];Self-emp-inc;80249;Some-college;(9,10];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(29,33];State-gov;159537;Associate;(10,12];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;240859;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(29,33];Private;83446;<= 12th;[1,8];Spouseless;Exec-managerial;Unmarried;White or Asian-Pac-Islander;Female;40;US;1
(61,90];Other;29866;<= 12th;[1,8];With Spouse;Other;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(61,90];Private;185503;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(37,43];Self-emp-not-inc;68781;High School;(8,9];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Private;220589;High School;(8,9];Spouseless;Exec-managerial;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(21,23];Private;51136;Some-college;(9,10];Spouseless;Tech and Secutity;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(23,25];Private;54560;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(61,90];Other;28221;High School;(8,9];With Spouse;Other;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;1
(23,25];Private;201413;Some-college;(9,10];Spouseless;Service;Unmarried;Other;Female;40;US;0
[17,21];Private;40425;Some-college;(9,10];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(29,33];Private;189461;Associate;(10,12];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;>40;US;0
(43,54];Private;200576;<= 12th;[1,8];Spouseless;Craft-repair;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(54,61];Private;92691;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(43,54];Private;664821;Bachelors;(12,13];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(35,37];Private;175130;High School;(8,9];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;>40;US;0
(43,54];Self-emp-not-inc;391016;Bachelors;(12,13];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;<40;US;0
(25,29];Private;249315;Some-college;(9,10];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(54,61];Private;111169;High School;(8,9];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(37,43];Private;334946;High School;(8,9];With Spouse;Service;Wife or husband;Other;Male;40;US;0
(37,43];Private;352248;Associate;(10,12];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(35,37];Private;173804;Some-college;(9,10];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(54,61];Private;155449;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(25,29];Private;73689;High School;(8,9];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(21,23];Private;227594;Bachelors;(12,13];Spouseless;Prof-specialty;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Private;161676;<= 12th;[1,8];Spouseless;Transport-moving;Not-in-family;Other;Male;40;US;0
(61,90];Private;75913;<= 12th;[1,8];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Local-gov;242552;Some-college;(9,10];Spouseless;Tech and Secutity;Not-in-family;Other;Male;40;US;0
(43,54];Federal-gov;352094;Some-college;(9,10];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;1
(25,29];Private;159732;Some-college;(9,10];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Private;131230;High School;(8,9];Spouseless;Machine-op-inspct;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;180695;Some-college;(9,10];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(35,37];Private;189922;Associate;(10,12];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(35,37];Private;409189;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Private;111252;Some-college;(9,10];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(54,61];Private;294395;Masters;(13,16];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(37,43];Private;172718;High School;(8,9];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(29,33];Private;43403;Some-college;(9,10];Spouseless;Agriculture;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(61,90];Private;111963;Some-college;(9,10];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(43,54];Private;247869;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(54,61];Private;114032;Bachelors;(12,13];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(35,37];Other;356838;<= 12th;[1,8];Spouseless;Other;Not-in-family;White or Asian-Pac-Islander;Male;<40;US;0
(25,29];Private;179633;High School;(8,9];Spouseless;Tech and Secutity;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(33,35];Private;19847;High School;(8,9];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(37,43];Private;231689;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(25,29];Private;209942;High School;(8,9];Spouseless;Service;Child or other relative;Other;Male;40;US;0
(43,54];Private;197492;High School;(8,9];Spouseless;Machine-op-inspct;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(29,33];Private;262439;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Female;<40;US;1
(43,54];Private;283037;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(61,90];Other;144533;High School;(8,9];Spouseless;Other;Not-in-family;Other;Female;<40;US;0
(29,33];Private;83446;High School;(8,9];Spouseless;Craft-repair;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(23,25];Private;215443;High School;(8,9];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(54,61];Local-gov;268252;High School;(8,9];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;>40;US;0
(37,43];Private;181015;High School;(8,9];Spouseless;Service;Unmarried;White or Asian-Pac-Islander;Female;>40;US;0
(37,43];Self-emp-inc;139916;Associate;(10,12];With Spouse;Sales;Wife or husband;Other;Male;>40;Non-US;0
[17,21];Private;195770;Some-college;(9,10];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(43,54];Private;125194;<= 12th;[1,8];Spouseless;Machine-op-inspct;Not-in-family;Other;Female;40;US;0
(25,29];Private;58654;Associate;(10,12];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(35,37];Private;252327;<= 12th;[1,8];Spouseless;Craft-repair;Child or other relative;White or Asian-Pac-Islander;Male;40;Non-US;0
(29,33];Private;116508;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(35,37];Private;166988;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Female;40;US;1
(23,25];Private;374163;High School;(8,9];Spouseless;Agriculture;Not-in-family;Other;Male;40;Non-US;0
(29,33];Other;96851;Some-college;(9,10];Spouseless;Other;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(29,33];Private;196788;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Female;40;US;0
(43,54];Private;186172;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(25,29];Private;245628;<= 12th;[1,8];Spouseless;Service;Unmarried;White or Asian-Pac-Islander;Male;<40;US;0
(23,25];Private;159732;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(25,29];Private;129856;Associate;(10,12];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(23,25];Private;182812;Some-college;(9,10];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Female;>40;Non-US;0
(37,43];Private;314322;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(33,35];Private;102976;Masters;(13,16];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;40;US;1
(54,61];Self-emp-inc;42959;Bachelors;(12,13];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Female;40;US;1
[17,21];Private;256356;<= 12th;[1,8];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Female;40;Non-US;0
(25,29];Private;136277;<= 12th;[1,8];Spouseless;Service;Child or other relative;Other;Female;<40;US;0
(35,37];Private;284616;Some-college;(9,10];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
[17,21];Private;185554;Some-college;(9,10];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Private;138847;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Private;33487;<= 12th;[1,8];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(35,37];Private;84306;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Self-emp-not-inc;223881;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(54,61];Private;149653;High School;(8,9];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Private;348739;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Other;235442;Some-college;(9,10];Spouseless;Other;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
[17,21];Private;34506;High School;(8,9];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Private;346964;High School;(8,9];Spouseless;Tech and Secutity;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(43,54];Private;192208;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Private;305874;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(33,35];Self-emp-not-inc;462890;<= 12th;[1,8];With Spouse;Transport-moving;Wife or husband;Other;Male;>40;US;0
(37,43];Private;89508;Bachelors;(12,13];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Self-emp-not-inc;200153;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(29,33];Private;179446;High School;(8,9];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(25,29];Private;208965;<= 12th;[1,8];Spouseless;Machine-op-inspct;Unmarried;Other;Male;40;Non-US;0
(29,33];Private;40142;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(43,54];Self-emp-not-inc;57452;Associate;(10,12];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Private;327573;Associate;(10,12];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;151267;High School;(8,9];With Spouse;Machine-op-inspct;Wife or husband;Other;Female;40;US;1
(43,54];Private;265266;<= 12th;[1,8];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Private;203836;High School;(8,9];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(43,54];Other;163998;High School;(8,9];Spouseless;Other;Not-in-family;White or Asian-Pac-Islander;Male;<40;US;1
(43,54];Self-emp-not-inc;28281;Bachelors;(12,13];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(43,54];Private;293196;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;Non-US;1
(43,54];Private;214627;Above Masters;(13,16];Spouseless;Prof-specialty;Unmarried;White or Asian-Pac-Islander;Male;40;Non-US;1
[17,21];Private;368852;Some-college;(9,10];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Private;353396;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(29,33];Private;161745;Associate;(10,12];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Private;97963;High School;(8,9];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(54,61];Self-emp-inc;156542;Above Masters;(13,16];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;40;US;1
(43,54];State-gov;198103;Bachelors;(12,13];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(43,54];Federal-gov;55377;High School;(8,9];Spouseless;Machine-op-inspct;Child or other relative;Other;Male;40;US;0
(33,35];Private;173730;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Private;374588;High School;(8,9];With Spouse;Transport-moving;Wife or husband;Other;Male;>40;US;0
(37,43];Self-emp-not-inc;174330;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(54,61];Private;78141;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(61,90];Other;190324;High School;(8,9];With Spouse;Other;Wife or husband;Other;Male;<40;US;0
(25,29];Private;31350;<= 12th;[1,8];Spouseless;Agriculture;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Private;243607;<= 12th;[1,8];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(43,54];Local-gov;134671;Some-college;(9,10];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(29,33];Private;197023;Associate;(10,12];With Spouse;Machine-op-inspct;Wife or husband;Other;Male;40;US;0
(43,54];Private;117674;Some-college;(9,10];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(25,29];Private;169815;Associate;(10,12];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(37,43];Private;598606;<= 12th;[1,8];Spouseless;Service;Unmarried;Other;Female;>40;US;0
(37,43];Federal-gov;122861;Masters;(13,16];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(33,35];Private;166235;Some-college;(9,10];Spouseless;Machine-op-inspct;Not-in-family;Other;Female;<40;US;0
(37,43];Private;187821;High School;(8,9];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(33,35];Private;340940;Bachelors;(12,13];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Self-emp-not-inc;194791;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(54,61];Private;231323;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Local-gov;305597;High School;(8,9];Spouseless;Exec-managerial;Unmarried;White or Asian-Pac-Islander;Male;40;US;0
[17,21];Private;25429;Some-college;(9,10];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];State-gov;192779;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Private;346478;Some-college;(9,10];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(21,23];Private;341368;Some-college;(9,10];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(29,33];State-gov;295612;High School;(8,9];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(37,43];Private;168936;Associate;(10,12];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
